"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.542897037656922,0.570436760546348,0.11622706169955,0.106129064664623,1.47125452423671,1.27347895192904,0.714872212096412,0.680389014904537,0.423641290103417
