"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.26166663335228,0.286770500515474,0.102985675662903,0.109425611167221,1.51205507174859,1.08726969886542,0.648095864760547,0.698406441124626,0.606939451219659
