"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.875233761435298,0.896931089735597,0.11278808843155,0.125935799052375,1.79590234790423,1.24748667416845,0.651756426785478,0.707103995498376,0.432985545749305
