"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.342281490901394,0.365218936689782,0.107362524556486,0.122718107254357,1.78384312854977,1.23202127646496,0.649681652023145,0.700608815655479,0.464838751492388
