"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.297113118189348,0.320229248684471,0.0996339348325923,0.112138067424272,1.58842063337332,1.03139679054356,0.612927612613362,0.709793623855214,0.44205968317125
