"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.496544862194459,0.514016537557204,0.116955694884375,0.127040386273802,1.96517413422418,1.22565482287785,0.757721725304971,0.646334727443782,0.388438055567762
