"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.605002878659534,0.619162360236878,0.10309173524904,0.119352812098378,1.85620381579103,0.903272504283666,0.667682522264257,0.682188469893734,0.481511548411142
