"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.322090292673885,0.347305288883537,0.105934483120072,0.102889409835177,1.51298051531228,0.962116667874365,0.717566443080907,0.656260191908787,0.48647170409452
