"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.34897424273388,0.370828063382929,0.104525233942393,0.119939866528869,1.80017546284074,1.07023909761034,0.675733252727596,0.695272674823873,0.39453461618483
