"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.526564272233752,0.54605302640003,0.119455437844814,0.140689515948923,2.12343343817725,1.34289503626183,0.743272664954442,0.681197604992271,0.588487934593377
