"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.375954935583731,0.407450494769669,0.128172960946026,0.112483681433315,1.53392517055112,1.72418023731235,0.742107656292849,0.69755453819827,0.476680589631752
