"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.426286038612209,0.45197031404443,0.125635288815979,0.127904992698795,1.83358332372479,1.54461515521241,0.776672279197984,0.673338646362223,0.583634965333268
