"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.346513786356745,0.368857069413382,0.0991046857978376,0.1011455330986,1.38742388426897,0.941663694394032,0.604418746880819,0.72874008548787,0.414337719219637
