"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean","0.629","0.645","0.106","0.113","1.758","0.947","0.688","0.684","0.403"
