"","start_time_std","end_time_std","duration_std","time_in_peak_std","price_std","distance_std","num_seg_std","mode_route_perc","trip_count_perc"
"mean",0.238782180145076,0.261046933612212,0.0894985262233273,0.100468390120771,1.39125053642384,0.675323045747517,0.567648648056514,0.719297572584504,0.52722498990767
